3487.275682 15.378188 -3.067315 6.396800 1.282818 6.530030 -1.717267
3500.240465 13.963725 -0.495302 8.109395 -1.831309 10.825902 -9.528742
3513.770252 15.845540 -3.903958 6.610459 0.883812 6.711595 -2.076226
3527.887093 14.755504 -1.937404 7.620295 -0.938051 9.372834 -6.877415
3542.604767 15.826310 -3.861239 6.469186 1.130058 6.492184 -1.701974
3557.939812 16.959135 -5.887725 5.561147 2.754429 4.120363 2.540927
3573.903252 15.475848 -3.246155 6.826322 0.501294 7.562270 -3.588725
3590.497843 17.199422 -6.301463 4.894585 3.925603 2.880241 4.710909
3607.723585 14.503333 -1.545040 7.063942 0.098437 8.801026 -5.734503
3625.574966 15.300394 -2.944286 6.209277 1.598808 6.852744 -2.314280
3644.035450 16.259859 -4.620101 4.879769 3.920944 3.969387 2.721833
3663.096767 10.688211 5.060780 10.116247 -5.177571 17.192684 -20.253985
3682.725845 8.241736 9.288936 12.817956 -9.846838 23.114749 -30.488878
3702.900635 12.993616 1.121175 7.522739 -0.745164 10.952456 -9.583742
3723.582550 15.319936 -2.855207 4.488110 4.441932 4.547725 1.363873
3744.749542 14.347961 -1.203199 5.827792 2.164956 7.258571 -3.243589
3766.352001 16.313417 -4.524606 1.587957 9.329814 0.847885 7.589771
3788.351341 15.232637 -2.708812 6.160125 1.648217 6.759583 -2.342340
3810.720001 14.439397 -1.383929 9.849884 -4.514476 11.461835 -10.196115
3833.408371 16.326250 -4.516729 6.073130 1.756184 5.696546 -0.623831
3856.394402 16.795752 -5.291611 6.540209 0.985300 5.884870 -0.934647
3879.628483 17.199730 -5.954357 6.138549 1.644244 4.985140 0.541405
3903.094078 16.901074 -5.467343 9.107396 -3.197017 8.592918 -5.341752
3926.752602 18.147935 -7.488332 5.754009 2.238362 3.872699 2.309072
3950.587517 18.711447 -8.396197 4.405934 4.410223 1.775007 5.688629
3974.565750 16.227009 -4.417709 15.716178 -13.701590 16.724305 -18.250631
3998.670765 18.126517 -7.441175 8.859345 -2.787500 7.431902 -3.459819
4022.886024 18.546047 -8.104926 7.709755 -0.968699 5.765646 -0.823588
4047.194992 18.678404 -8.313074 7.214594 -0.189997 4.959179 0.444683
4071.586643 18.143133 -7.476335 10.565095 -5.427517 9.375237 -6.458521
4096.044441 18.405554 -7.884103 9.914554 -4.416660 8.413073 -4.963442
4120.562874 19.250631 -9.189430 6.749046 0.472863 3.942911 1.941282
4145.125404 18.404547 -7.890292 11.487542 -6.802965 10.358015 -7.908932
4169.732033 19.476178 -9.526041 9.185809 -3.289575 6.106371 -1.419176
4194.377247 23.195409 -15.169759 5.401582 2.452770 -4.418292 14.551391
4219.050022 14.636834 -2.258566 13.647672 -9.987019 19.654871 -21.764616
4243.750359 18.895922 -8.646293 9.595304 -3.909326 7.737872 -3.891648
4268.467232 19.031091 -8.847844 9.562690 -3.860696 7.526217 -3.576048
4293.206154 18.586153 -8.188218 10.063242 -4.602770 9.116536 -5.933713
