2883.724318 3851.688802 1.000000 1.693732 7.100437 -0.003168 10.973653
2870.759535 3806.910813 0.865902 1.684953 7.095287 -0.000946 10.987191
2857.229748 3761.146367 0.983782 1.690623 7.106882 -0.003064 10.955043
2843.112907 3715.897799 1.000000 1.690262 7.110940 -0.002012 10.939950
2828.395233 3671.773970 1.000000 1.688787 7.113005 -0.001112 10.926497
2813.060188 3629.223406 1.000000 1.687285 7.114679 -0.000674 10.912936
2797.096748 3588.455021 0.933150 1.681739 7.110515 0.000427 10.909396
2780.502157 3549.393415 0.879331 1.676775 7.106257 0.001319 10.902331
2763.276415 3511.833549 0.856491 1.673585 7.103899 0.001595 10.889942
2745.425034 3475.142121 0.653953 1.660003 7.087915 0.004560 10.906834
2726.964550 3438.837230 0.736530 1.662627 7.092139 0.003094 10.874900
2707.903233 3402.386010 0.830068 1.665781 7.096792 0.001500 10.840844
2688.274155 3364.810348 0.986120 1.672410 7.105697 -0.001142 10.796463
2668.099365 3323.847353 0.607034 1.648526 7.076745 0.004005 10.837939
2647.417450 3276.689649 0.140943 1.619882 7.041849 0.010382 10.893929
2626.250458 3222.661614 0.106173 1.615871 7.040037 0.010334 10.878915
2604.647999 3162.072003 0.156649 1.616727 7.045723 0.007392 10.849672
2582.648659 3094.606400 0.105693 1.611947 7.044965 0.005601 10.836815
2560.279999 3019.430935 0.013827 1.604992 7.042328 0.006114 10.830282
2537.591629 2938.981950 0.235769 1.615611 7.064861 0.002522 10.773824
2514.605598 2854.760289 0.124088 1.607696 7.062352 0.004173 10.770210
2491.371517 2767.661512 0.147363 1.607241 7.070594 0.003614 10.744819
2467.905922 2680.617571 0.108381 1.603445 7.074140 0.004273 10.729654
2444.247398 2595.568299 0.003806 1.595984 7.071632 0.005906 10.723662
2420.412483 2518.909574 0.639391 1.631358 7.160204 -0.004233 10.590787
2396.434250 2452.523559 0.408145 1.615494 7.132658 -0.000494 10.606854
2372.329235 2392.126918 0.000390 1.589283 7.078036 0.006043 10.652693
2348.113976 2340.539843 0.000000 1.586673 7.076735 0.006169 10.627248
2323.805008 2299.564183 0.005692 1.584188 7.074147 0.005969 10.600027
2299.413357 2269.001454 0.058490 1.584282 7.076295 0.004933 10.564779
2274.955559 2247.996181 0.093773 1.583066 7.073704 0.004338 10.531335
2250.437126 2235.334963 0.084539 1.579087 7.063117 0.004337 10.504676
2225.874596 2229.815722 0.107970 1.576832 7.055468 0.003665 10.472112
2201.267967 2230.181247 0.074148 1.571049 7.038174 0.004053 10.447847
2176.622753 2235.617191 0.078037 1.567128 7.021052 0.004005 10.418911
2151.949978 2245.287150 0.081168 1.563270 7.005893 0.003791 10.388632
2127.249641 2257.658988 0.138737 1.562189 6.993741 0.002811 10.349806
2102.532768 2271.651328 0.168845 1.559683 6.979482 0.002270 10.315136
2077.793846 2286.369950 0.154977 1.554827 6.962509 0.002306 10.286123
2053.038387 2301.162928 0.150745 1.550381 6.945636 0.002189 10.255041
2028.271904 2315.537184 0.107461 1.543870 6.927030 0.002542 10.228847
2003.494396 2329.116464 0.106571 1.539675 6.910708 0.002366 10.197668
1978.711376 2341.263890 0.145281 1.537578 6.896012 0.001719 10.161431
1953.911819 2351.440489 0.404388 1.547004 6.888323 -0.001548 10.097298
1929.112263 2359.162271 0.811660 1.564224 6.883555 -0.006540 10.016590
1904.307194 2364.542335 0.333799 1.535024 6.853610 -0.000900 10.042732
1879.496613 2368.268520 0.116068 1.519600 6.832951 0.001666 10.037947
1854.680519 2370.698452 0.176575 1.518779 6.819608 0.000830 9.999339
1829.864426 2372.039258 0.116112 1.511553 6.803526 0.001475 9.974488
1805.042820 2372.580916 0.082813 1.505763 6.788288 0.001807 9.946257
1780.221214 2372.497469 0.130778 1.504199 6.774220 0.001183 9.908278
1755.394096 2371.805310 0.129081 1.500048 6.759432 0.001185 9.876061
1730.566978 2370.599508 0.138989 1.496599 6.745098 0.001034 9.843217
1705.739861 2368.929833 0.119554 1.491598 6.730488 0.001251 9.813375
1680.907230 2366.760373 0.152232 1.489226 6.715770 0.000848 9.777020
1656.080112 2364.117652 0.145279 1.484789 6.700898 0.000898 9.744917
1631.247482 2361.071557 0.154378 1.481178 6.685965 0.000799 9.710943
1606.414852 2357.646674 0.122682 1.475448 6.671216 0.001116 9.681163
1581.582222 2353.897840 0.114927 1.471036 6.656674 0.001195 9.649328
1556.749592 2349.910885 0.120828 1.467317 6.641923 0.001126 9.615895
1531.916962 2345.782220 0.136324 1.463996 6.626576 0.000959 9.580671
1507.084332 2341.535091 0.118274 1.458932 6.611622 0.001109 9.548676
1482.251701 2337.225974 0.210797 1.459534 6.594370 0.000165 9.505524
1457.419071 2332.708389 0.125973 1.451096 6.580949 0.001002 9.480381
1432.580929 2328.109592 0.150121 1.448241 6.565059 0.000764 9.444395
1407.748299 2323.335260 0.055700 1.439209 6.551953 0.001652 9.418779
1382.915668 2318.426073 0.128789 1.438741 6.534020 0.000886 9.377116
1358.083038 2313.392609 0.185170 1.437397 6.516149 0.000295 9.337049
