3487.275682 14.611335 -1.665173 5.536969 2.854972 6.321847 -1.336618
3500.240465 12.013612 3.058442 8.268608 -2.112152 13.248123 -13.931136
3513.770252 17.482438 -6.847603 3.843743 5.902898 1.306672 7.699206
3527.887093 13.758329 -0.128873 7.159879 -0.079803 9.912018 -7.825854
3542.604767 13.554946 0.236530 7.194222 -0.141505 9.990570 -7.966983
3557.939812 15.857515 -3.882487 5.326253 3.200066 5.094086 0.792236
3573.903252 14.020564 -0.611082 7.238472 -0.205382 9.710690 -7.429424
3590.497843 9.500254 7.401881 11.498893 -7.757652 19.876927 -25.450683
3607.723585 9.751901 6.957927 11.429681 -7.635549 19.149356 -24.167106
3625.574966 19.343205 -9.879680 1.442894 9.896332 -3.397602 15.414249
3644.035450 12.794747 1.557950 8.753503 -2.872482 12.628835 -12.577754
3663.096767 14.377835 -1.192705 7.175582 -0.130804 8.935497 -6.160485
3682.725845 16.542481 -4.933785 4.996693 3.634892 4.068889 2.250300
3702.900635 16.662836 -5.140658 5.122565 3.418537 4.087750 2.217882
3723.582550 14.428472 -1.321456 8.365751 -2.125045 10.393104 -8.559868
3744.749542 16.407489 -4.685072 5.356726 2.989213 4.973094 0.652195
3766.352001 16.771043 -5.299439 5.168466 3.307353 4.532922 1.396037
3788.351341 16.410175 -4.693153 7.675929 -0.905380 7.467729 -3.534665
3810.720001 16.657955 -5.106998 7.753265 -1.034548 7.286929 -3.232691
3833.408371 16.763793 -5.282725 8.479350 -2.240088 8.043611 -4.489033
3856.394402 17.720382 -6.861512 6.698491 0.699102 5.266045 0.095157
3879.628483 17.293617 -6.161382 8.233784 -1.819623 7.250737 -3.160830
3903.094078 17.521419 -6.532856 8.468472 -2.202327 7.384265 -3.378573
3926.752602 18.097888 -7.467233 7.494983 -0.624434 5.828169 -0.856356
3950.587517 18.170747 -7.584614 7.712091 -0.974213 5.980870 -1.102369
3974.565750 17.866384 -7.097220 9.143534 -3.266474 7.896002 -4.169193
3998.670765 18.018064 -7.338650 10.041042 -4.695047 8.734932 -5.504526
4022.886024 18.969003 -8.843158 9.431057 -3.729972 6.656220 -2.215735
4047.194992 17.806526 -7.015016 9.890850 -4.453055 9.063366 -6.001275
4071.586643 18.602240 -8.258880 9.028848 -3.105569 7.166564 -3.036184
4096.044441 18.035349 -7.378004 9.776138 -4.266761 8.961533 -5.825335
4120.562874 19.172601 -9.134633 8.846856 -2.831369 6.217444 -1.586747
4145.125404 19.231583 -9.225198 9.177868 -3.339628 6.731363 -2.375854
4169.732033 18.841515 -8.629794 9.568385 -3.935717 7.712651 -3.873704
4194.377247 19.017826 -8.897335 9.576836 -3.948542 7.510641 -3.567166
4219.050022 20.253943 -10.762103 9.001008 -3.079866 5.061977 0.126811
4243.750359 18.103147 -7.536365 10.436295 -5.232491 10.168149 -7.531363
4268.467232 19.366306 -9.419865 9.699450 -4.133779 7.281028 -3.226368
4293.206154 19.900975 -10.212517 9.615471 -4.009279 6.516084 -2.092330
4317.961613 20.343459 -10.864744 9.501446 -3.841205 5.639671 -0.800488
4342.728096 19.766235 -10.018761 9.725263 -4.169232 6.696281 -2.349061
4367.505604 18.644876 -8.384615 10.132858 -4.763217 9.150658 -5.925801
4392.288624 19.643548 -9.831759 9.797920 -4.277869 7.202841 -3.103282
4417.088181 20.466192 -11.017133 9.513319 -3.867778 5.341360 -0.421013
